name,categories
Wendy's,Fast Food
Caribbean Express Restaurant,Fast Food Restaurant
Wendys,"Restaurant,Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Gourmet shop restaurants,Hamburger restaurants,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants"
Burger King,Fast Food Restaurant
Z-Pizza,"Pizza,Fast Food Restaurants,Pizza Place,Restaurants"
KFC - Kentucky Fried Chicken,"Albuquerque Restaurants,American Restaurants,Fast Food,Chicken Restaurants,Family Friendly Restaurants,Restaurants"
KFC,"American Restaurants,Fast Food,Chicken,Chicken Restaurants,Family Friendly Restaurants,Restaurants"
Arby's,"Takeout,American Restaurant,Fast Food Restaurants,Fast Food,Fast Food Restaurant, Sandwich Place, and American Restaurant,Restaurants,Delis And Delicatessens,Restaurant,American Restaurants,Fast Food Restaurant,Traditional American,wich Place,Concession Stands,Sandwich Shops"
Hardee's,"Restaurant,American Restaurants,Takeout,Burgers,Fast Food,Restaurants"
Hardee's,"American Restaurants,Takeout,Burgers,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants"
Hardee's,"American Restaurants,Takeout,Burgers,Fast Food,Restaurants"
Subway,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,wich Place,Sandwich Place Belmont,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops"
Steak 'n Shake,"Burger Joint,American Restaurants,Breakfast,American Restaurant,Fast Food Restaurant,Traditional American,Burgers,Hamburgers,Breakfast Restaurants"
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Takeout,Fast Food Restaurants,Take Out Restaurants,Fast Food,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants"
McConkey's Jungle Shack,"American Restaurants,Seafood Restaurants,Takeout,Night Clubs,Taverns,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants,Bars"
Dairy Queen,"Ice Cream and Frozen Yogurt,Ice Cream and Frozen Desserts,American Restaurants,Takeout,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants"
Tommy's Barbecue,"American Restaurants,Caterers,Hot Dog Stands and Restaurants,Southern Restaurants,Take Out Restaurants,Fast Food Restaurants,Catfish Restaurants,Barbecue Restaurants,Catering,New American Restaurants,Restaurants,Sandwich Shops"
Campus U-Tote-Em,"Burger Joint,Carry-out food,Restaurant,American Restaurants,Ice Cream and Frozen Desserts,American Restaurant,Take Out Restaurants,Fast Food Restaurants,Restaurants,Burger Joint and American Restaurant"
Rockne's,"Hamburgers & Hot Dogs,Restaurant,American Restaurants,Takeout,American Restaurant,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants"
Steak 'n Shake,"Burger Joint,American Restaurants,Breakfast,American Restaurant,Fast Food Restaurant,Traditional American,Burgers,Hamburgers,Breakfast Restaurants"
Arby's,"Restaurant,American Restaurants,Takeout,Fast Food Restaurant, American Restaurant, and Sandwich Place,Fast Food Restaurant,American Restaurant,wich Place,Fast Food Restaurants,Fast Food,Concession Stands,Restaurants,Sandwich Shops"
Sonic Drive-In,"Takeout,American Restaurant,Fast Food Restaurants,Take Out Restaurants,Fast Food,Chicken Restaurants,Restaurants,Hamburgers & Hot Dogs,Burger Joint,American Restaurants,Restaurant,Hot Dog Stands and Restaurants,Fast Food Restaurant,Fast Food Restaurant and American Restaurant,Hamburgers and Hot Dogs"
Subway,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants"
Steak 'n Shake,"American Restaurants,American Restaurant,Fast Food Restaurant,Burgers,New American Restaurants,Breakfast Restaurants,Pancake and Waffle Restaurants"
Rally's,"Restaurant,American Restaurants,Burgers,Fast Food,New American Restaurants,Restaurants"
Arby's,"Carry Out Food,Carry-out food,Takeout,American Restaurant,American restaurants,Fast Food Restaurants,Karaoke,Fast Food,Restaurants,Delis And Delicatessens,Restaurant,American Restaurants,Fast Food Restaurant,Traditional American,wich Place,Concession Stands,Sandwich Shops"
Hardees,"American Restaurants,Takeout,Burgers,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants"
Dairy Queen,"Ice Cream and Frozen Yogurt,Ice Cream and Frozen Desserts,American Restaurants,Takeout,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants"
Checkers,"Restaurant,American Restaurants,Traditional American,Burgers,Fast Food,Chicken,Hamburgers,New American Restaurants,Restaurants,Sandwich Shops"
Arby's,"Restaurant,American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food Restaurant,wich Place,Fast Food,Concession Stands,Sandwich Place,Restaurants"
KFC,"American Restaurants,Fast Food,Chicken,Chicken Restaurants,Family Friendly Restaurants,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food Restaurants,Fast Food,Concession Stands,Restaurants,Sandwich Shops"
Yummy Chinese Restaurant,"Asian Restaurants,Carry-out food,Restaurant,American restaurants,Karaoke,Fast Food Restaurants,Family Style Restaurants,Take out restaurants,Restaurants,Chinese restaurants"
Hardee's,"American Restaurants,Takeout,Burgers,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food Restaurants,Fast Food,Concession Stands,Restaurants,Sandwich Shops"
Hardee's,"American Restaurants,Takeout,Burgers,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants"
Zante's Fast Food,"American Restaurants,Greek Restaurants,Mediterranean Restaurants,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Sandwiches,Restaurants,Breakfast Restaurants,Sandwich Shops"
Hardee's,"American Restaurants,Takeout,Burgers,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants"
Steak 'n Shake,"American Restaurants,Breakfast,Traditional American,Burgers,Fast Food Restaurants,Traditional American Restaurants,Hamburgers,Restaurants,Breakfast Restaurants"
Sonic Drive-In,"American Restaurants,Takeout,Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants"
Boston Market,"American Restaurants,American Restaurant,Fast Food Restaurant,Chicken Restaurants,Catering,New American Restaurants,Restaurants"
Arby's,"Carry Out Food,American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"Delis And Delicatessens,Restaurant,American Restaurants,Takeout,Fast Food Restaurant,American Restaurant,Traditional American,wich Place,Fast Food,Concession Stands,Restaurants,Sandwich Shops"
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants"
Polar Queen Drive Inn,"Restaurant,American Restaurants,Food and Beverage,American restaurants,Fast Food Restaurants,Restaurants"
Steak 'n Shake,"Ice Cream Parlors,Restaurant,American Restaurants,American Restaurant, Fast Food Restaurant, and Burger Joint,Traditional American,Burgers,Diners,Hamburgers,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food Restaurants,Fast Food,Concession Stands,Restaurants,Sandwich Shops"
Trolley Stop,"American Restaurants,Hot Dog Stands and Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Health Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Steak 'n Shake,"American Restaurants,Breakfast,American Restaurant,Fast Food Restaurant,Traditional American,Burgers,Fast Food Restaurants,Hamburgers,Restaurants,Breakfast Restaurants"
Ocean Beach Roasters,"American,Bakery,Ovo,European,Non-veg,Restaurants,Beer/Wine,Coffee Shops,American Restaurants,Take-out,Lacto,Fast food,Coffee & Espresso Restaurants,Bars"
Hardee's/Red Burrito,"American Restaurants,Takeout,Fast Food Restaurant,Burgers,Fast Food,Restaurants"
Ken's Sidewalk Cafe,"American Restaurants,Delicatessens,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops"
Sonic Drive-In,"Carry Out Food,American Restaurants,Takeout,Fast Food,Restaurants"
Arby's,"Restaurant,American Restaurants,American Restaurant, Fast Food Restaurant, and Sandwich Place,Takeout,Fast Food Restaurant, American Restaurant, and Sandwich Place,Fast Food Restaurant,American Restaurant,wich Place,Fast Food,Concession Stands,Sandwich Place,Restaurants"
Hardee's,"Restaurant,Carry-out food,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Jersey Mike's Subs,"Sandwich Shops,Delicatessens,Fast Food Restaurants,Restaurants,Take Out Restaurants"
KFC,"Carry-out food,Caterers,Fried Chicken Joint,Fast Food,Chicken Restaurants,Restaurants,American Restaurants,Barbecued poultry,Chicken,Barbecue,Spare rib restaurants,Family Friendly Restaurants,Chicken restaurants,Catering"
Sonic Drive-In,"Burger Joint,American Restaurants,Takeout,Fast Food Restaurant,American Restaurant,Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food Restaurants,Fast Food,Concession Stands,Restaurants,Sandwich Shops"
Pilchuck Drive In,"American Restaurants,Seafood Restaurants,Hot Dog Stands and Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops"
Arby's,"American Restaurants,Takeout,Fast Food Restaurants,Fast Food,Concession Stands,Restaurants,Sandwich Shops"
Arby's,"Takeout,American Restaurant,Fast Food,Fast Food Restaurants,Restaurants,Delis And Delicatessens,Restaurant,American Restaurants,Fast Food Restaurant, American Restaurant, and Sandwich Place,Fast Food Restaurant,Traditional American,wich Place,Concession Stands,Sandwich Shops"
Lion's Choice,"American Restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants"
Arby's,"Delis And Delicatessens,Restaurant,American Restaurants,Takeout,Traditional American,Fast Food Restaurant,American Restaurant,Fast Food,Concession Stands,Sandwich Place,Restaurants,Sandwich Shops"
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Takeout,Fast Food Restaurants,Fast Food,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants"
Cook Out,"American Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Barbecue Restaurants,Hamburgers and Hot Dogs,Restaurants"
Which Wich,"Sandwich Shops,Fast Food Restaurants,Restaurants,Take Out Restaurants"
Steak 'n Shake,"Burger Joint,American Restaurants,Breakfast,American Restaurant,Fast Food Restaurant,Traditional American,Burgers,Hamburgers,Breakfast Restaurants"
Steak 'n Shake,"Breakfast,American Restaurant,Burgers,Fast Food Restaurants,New American Restaurants,Restaurants,Burger Joint,American Restaurants,Fast Food Restaurant,Traditional American,Hamburgers,Breakfast Restaurants,Pancake and Waffle Restaurants"
Steak 'n Shake,"Burger Joint,American Restaurants,Breakfast,American Restaurant,Fast Food Restaurant,Traditional American,Burgers,Hamburgers,Breakfast Restaurants"
Gulf Drive Cafe,"Restaurant,American Restaurants,Coffee Shops,Seafood Restaurants,Night Clubs,American Restaurant,Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food,Restaurants,Food and Beverage Services,Bars"
Aw Restaurants,"Carry-out food,American Restaurants,Takeout,Burgers,American restaurants,Fast Food,Restaurants"
Arby's,"Takeout,American Restaurant,Fast Food,Fast Food Restaurant, Sandwich Place, and American Restaurant,Restaurants,Delis And Delicatessens,Restaurant,American Restaurants,Fast Food Restaurant,Traditional American,wich Place,Concession Stands,Sandwich Shops"
Dairy Queen,"Ice Cream and Frozen Yogurt,Ice Cream and Frozen Desserts,American Restaurants,Takeout,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants"
Chips 'N Ales,"American Restaurants,Seafood Restaurants,Fast Food Restaurants,Brew Pubs,Restaurants"
Bob's Carry-Out Shop,"Pizza,Food and Beverage Delivery,Ice Cream and Frozen Desserts,American Restaurants,Caterers,Takeout,Take Out Restaurants,Fast Food Restaurants,Restaurants"
Sonic Drive-In,"Carry-out food,Takeout,American Restaurant,American restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Chicken Restaurants,Fast Food Restaurant, Burger Joint, and American Restaurant,Restaurants,Burger Joint,Restaurant,American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurant,Hamburgers and Hot Dogs"
Jack in the Box,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Takeout,Fast Food Restaurants,Take Out Restaurants,Fast Food,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants"
KFC,"Fried Chicken Joint,Fast Food Restaurant,Fast Food,Chicken Restaurants,Restaurants"
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Takeout,Fast Food Restaurants,Take Out Restaurants,Fast Food,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants"
Checkers,"Burgers,Fast Food Restaurants,Burger Restaurants,Fast Food,Family Style Restaurants,Chicken Restaurants,New American Restaurants,Restaurants,Burger Joint,Restaurant,American Restaurants,Fast Food Restaurant,Traditional American,Chicken,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
KFC,"American Restaurants,Fast Food,Chicken,Chicken Restaurants,Family Friendly Restaurants,Restaurants"
Freddy's Frozen Custard Steakburgers,"Carry-out food,Ice Cream and Frozen Desserts,American Restaurants,Burgers,American restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food Restaurant,American Restaurant,wich Place,Fast Food,Concession Stands,Restaurants"
Arby's,"Takeout,American Restaurant,Fast Food,Restaurants,Delis And Delicatessens,Restaurant,American Restaurants,Fast Food Restaurant, American Restaurant, and Sandwich Place,Fast Food Restaurant,Traditional American,wich Place,Concession Stands,Sandwich Shops"
Taco Bell,"Breakfast Brunch and Lunch Restaurants,American Restaurants,Mexican Restaurants,Fast Food Restaurants,Fast Food,Vegetarian Restaurants,Restaurants"
Steak 'n Shake,"American Restaurants,Breakfast,American Restaurant,Fast Food Restaurant,Traditional American,Burgers,Fast Food Restaurants,Hamburgers,Restaurants,Breakfast Restaurants"
Long John Silver's,"Fast Food Restaurants,Restaurants"
Arby's,"Carry-out food,Takeout,American Restaurant,American restaurants,Fast Food Restaurants,Fast Food,Restaurants,Restaurant,American Restaurants,Fast Food Restaurant,wich Place,Concession Stands,Sandwich Shops"
Checkers,"Restaurant,American Restaurants,Burgers,Fast Food,New American Restaurants,Restaurants"
KFC,"American Restaurants,Fried Chicken Joint,Fast Food Restaurant,Fast Food,Fast Food Restaurants,Take Out Restaurants,Chicken,Chicken Restaurants,Family Friendly Restaurants,Catering,Restaurants"
Boston Market,"Restaurant,American Restaurants,American Restaurant,Fast Food Restaurant,Traditional American,Fast Food Restaurant and American Restaurant,Take Out Restaurants,Fast Food Restaurants,Chicken,Chicken Restaurants,Catering,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food Restaurants,Fast Food,Concession Stands,Restaurants,Sandwich Shops"
Checkers,"Burgers,Fast Food,Fast Food Restaurants,Family Style Restaurants,New American Restaurants,Restaurants,American Restaurants,Restaurant,Fast Food Restaurant,Traditional American,Chicken,Hamburgers,Hamburgers and Hot Dogs,Sandwich Shops"
Hardee's,"Carry-out food,Hot dog restaurants,Takeout,Food and Beverage,Burgers,American restaurants,Hamburger restaurants,Fast Food Restaurants,Fast Food,Restaurants,Hamburgers & Hot Dogs,Restaurant,American Restaurants,Fast Food Restaurant,Hamburgers and Hot Dogs"
Checkers,"Burgers,Fast Food,Fast Food Restaurants,Burger Restaurants,Chicken Restaurants,New American Restaurants,Restaurants,American Restaurants,Restaurant,Traditional American,Chicken,Hamburgers,Sandwich Shops"
Rally's,"Burgers,Fast Food Restaurants,Fast Food,Burger Restaurants,Family Style Restaurants,Chicken Restaurants,Restaurants,American Restaurants,Restaurant,Fast Food Restaurant,Traditional American,Chicken,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
Dog House Inc,"American Restaurants,Hot Dog Stands and Restaurants,Soul Food Restaurants,Southern Restaurants,Hot Dogs,Fast Food Restaurants,Take Out Restaurants,Restaurants"
Long John Silver's,"Fast Food Restaurants,Restaurants"
Arby's,"Restaurant,American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Sonic Drive-In,"American Restaurants,Takeout,Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants"
Dairy Queen,"Ice Cream and Frozen Yogurt,Ice Cream and Frozen Desserts,American Restaurants,Takeout,ice cream parlors,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants"
KFC,"American Restaurants,Fast Food,Fast Food Restaurants,Take Out Restaurants,Chicken,Chicken Restaurants,Family Friendly Restaurants,Restaurants"
Sonic Drive-In,"American Restaurants,Takeout,Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants"
Waffle House,"Restaurant,Carry-out food,American Restaurants,Takeout,Fast Food Restaurant,American restaurants,Diner,Diners,Restaurants,Breakfast Restaurants,Pancake and Waffle Restaurants"
Waffle House,"Restaurant,Breakfast Spot,American Restaurants,Takeout,Fast Food Restaurant,American Restaurant,Diner,Restaurants,Breakfast Restaurants,Pancake and Waffle Restaurants"
Arby's,"Restaurant,American Restaurants,Takeout,Fast Food Restaurant,American Restaurant,wich Place,Fast Food,Concession Stands,Sandwich Place,Restaurants"
Dairy Queen,"Ice Cream and Frozen Yogurt,Ice Cream and Frozen Desserts,American Restaurants,Takeout,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants"
Arby's,"Restaurant,American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Wendy's,"Burger Joint,Restaurant,Fast Food Restaurant,Fast Food,Restaurants"
KFC,"American Restaurants,Fast Food,Chicken,Chicken Restaurants,Family Friendly Restaurants,Restaurants"
Arby's,"Takeout,American Restaurant,Fast Food Restaurants,Fast Food,Restaurants,Delis And Delicatessens,Restaurant,American Restaurants,Fast Food Restaurant,Traditional American,wich Place,Concession Stands,Sandwich Place,Sandwich Shops"
Golden Chick,"Carry-out food,American Restaurants,Caterers,Fast Food,Chicken Restaurants,Chicken restaurants,Restaurants"
Home Plate Cooking,"Carry-out food,Restaurant,Takeout,Bakery Restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Bakeries,Restaurants"
Bob's Dogs,"American Restaurants,Hot Dog Stands and Restaurants,Burgers,Hot Dogs,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Sandwiches,Restaurants,Sandwich Shops"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
AW Restaurants,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
AW Restaurants,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
AW Restaurants,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
AW Restaurants,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Sonic Drive-In,"Restaurants,Fast Food,Takeout,American Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Hardees,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Sonic Drive-In,"Restaurants,Fast Food,Takeout,American Restaurants"
Panera Bread,"Breakfast,Food Delivery,Fast Food,Take Out Restaurants,Health Food Restaurants,Bagel Shops,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Sonic Drive-In,"Restaurants,Fast Food,Takeout,American Restaurants"
Sonic Drive-In,"Restaurants,Fast Food,Takeout,American Restaurants"
Checkers,"Restaurants,Fast Food,Burgers,American Restaurants,New American Restaurants"
Sonic Drive-In,"Restaurants,Fast Food,Takeout,American Restaurants"
Sonic Drive-In,"Restaurants,Fast Food,Takeout,American Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Sonic Drive-In,"American Restaurants,Takeout,Fast Food,Restaurants"
Sonic Drive-In,"American Restaurants,Takeout,Fast Food,Restaurants"
Sonic Drive-In,"American Restaurants,Takeout,Fast Food,Restaurants"
Dairy Queen,"Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Ice Cream and Frozen Desserts,Restaurants"
Sonic Drive-In,"American Restaurants,Takeout,Fast Food,Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Sonic Drive-In,"American Restaurants,Takeout,Fast Food,Restaurants"
Hardee's,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Hardees,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
KFC,"Fast Food,Chicken,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Boston Market,"Restaurants,Fast Food,Takeout,American Restaurants"
AW Restaurants,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
AW Restaurants,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
AW Restaurants,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
AW Restaurants,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Sonic Drive-In,"Restaurants,Fast Food,Takeout,American Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants"
Domino's Pizza,"Pizza,Restaurant,American Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,American Restaurant and Pizza Place,Pizza Place,Restaurants"
AW Restaurants,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Checkers,"Restaurants,Fast Food,Burgers,American Restaurants,New American Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
KFC,"Restaurants,Family Friendly Restaurants,Fast Food,Chicken Restaurants,American Restaurants"
AW Restaurants,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Scrimshaw Restaurant,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Rally's,"American Restaurants,Burgers,Fast Food,Chicken Restaurants,Restaurants"
Waffle House,"Restaurant,Fast Food Restaurant,Breakfast Brunch and Lunch Restaurants,,Diners,Diner,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Sonic Drive-In,"American Restaurants,Takeout,Fast Food,Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Round Table Pizza,"Carry-out food,Caterers,Restaurant delivery service,American,Karaoke,Fast Food,Home delivery beer and beverages,Restaurants,Pizza,Banquet Rooms,Restaurant,Family style restaurants,Reception Centers,Pizza Place,Catering,Banquet facilities"
Checkers Drive-In Rstrnt Inc,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
KFC,"American Restaurants,Fast Food,Chicken Restaurants,Family Friendly Restaurants,Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Hardee's,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Hardee's,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Hardee's - Loris:,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Hardee's,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Hardee's,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Hardee's,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Hardee's,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Sonic Drive-In,"Restaurants,Fast Food,Takeout,American Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Shake Shack,"Wine,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants"
Rally's,"Restaurants,Fast Food,Burgers,American Restaurants,New American Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Checkers,"Restaurants,Fast Food,Burgers,American Restaurants,New American Restaurants"
AW Restaurants,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Hardee's,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
AW Restaurants,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
AWRestaurants,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants"
Arby's,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands"
Charley's Grilled Subs,"Sandwich Shops,American Restaurants,Fast Food Restaurants,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
KFC,"Restaurants,Family Friendly Restaurants,Fast Food,Chicken Restaurants,American Restaurants"
KFC - Kentucky Fried Chicken,"Restaurants,Family Friendly Restaurants,Fast Food,Chicken Restaurants,American Restaurants"
Checkers,"Restaurants,Fast Food,Burgers,American Restaurants,New American Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
KFC - Kentucky Fried Chicken,"Restaurants,Family Friendly Restaurants,Fast Food,Chicken Restaurants,American Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
Arby's,"American Restaurants,Takeout,Fast Food,Concession Stands,Restaurants"
