name,categories
Pizza Hut,"Carry-out food,Pizza Restaurants,Caterers,Restaurant delivery service,Chicken Wings,Catering Companies,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Pizza Place"
Arby's,"Fast Food Restaurants,Restaurants"
Pizza Hut,"Carry-out food,Pizza Restaurants,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza Delivery,Pizza,Restaurant,Pizza Place,Catering,Family Restaurants"
Gentile's Bakery - Deli - Catering,"Caterers,Bakeries,Bartending Service,Delicatessens,Fast Food Restaurants,Pizza,Restaurant Delivery Service,Restaurants,Take Out Restaurants,Wedding Supplies and Services"
Boston Market,"Restaurant,Carry-out food,Caterers,American Restaurant,Fast Food Restaurant,Traditional American,American restaurants,Karaoke,Chicken,Catering,Restaurants"
Pollo Tropical,"Carry-out food,American Express,Mexican,American restaurants,Karaoke,Visa,Latin American Restaurant,Restaurants,Global,Restaurant,Barbecued poultry,Food Dining,Fast Food Restaurant,Chicken,Barbecue,Spare rib restaurants,Chicken restaurants,Mastercard"
Taco Bell,"Carry-out food,Mexican Restaurants,Seafood restaurants,Crabs and crab houses,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Fast Food Restaurants,Karaoke,Restaurants"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops"
Burger King,"Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Karaoke,Fast Food,Fast food restaurants,Restaurants"
Moe's Southwest Grill,"Carry-out food,Mexican,Mexican Restaurants,Caterers,Tex-mex restaurants,Southwestern restaurants,American restaurants,Fast Food,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Restaurant,Family style restaurants,Catering"
Five Guys Burgers Fries,"Hamburgers and Hot Dogs,Fast Food Restaurants,Restaurants"
Pizza Cottage,"Pizza,American Restaurants,Caterers,Family Style Restaurants,Fast Food Restaurants,Italian Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants"
Subway,"Fast Food Restaurants,American Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants"
Pollo Tropical,"Restaurant,Mexican,American,Fast Food Restaurant,Catering,Latin American Restaurant,Restaurants"
Checkers,"Restaurant,American Restaurants,Burgers,Traditional American,fast food restaurant,Fast Food,Chicken,Hamburgers,New American Restaurants,Restaurants,Sandwich Shops"
KFC,"American Restaurants,Fast Food,Chicken,Chicken Restaurants,Family Friendly Restaurants,Restaurants"
Panera Bread,"Restaurant,Breakfast,Traditional American,Food Delivery,Fast Food,Coffeehouses,Bakeries,Catering,Restaurants,Sandwich Shops"
Ralphie's Sports Eatery,"American Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops,Take Out Restaurants"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops"
McDonald's,"Fast Food,Restaurants,Breakfast,Ice Cream Parlors,Coffeehouses,Hamburgers,Salads,Sandwich Shops"
Piada Italian Street Food,"Restaurant,Caterers,Italian restaurants,Fast Food Restaurants,Restaurants,Italian Restaurants"
Bud's Chicken & Seafood,"Carry-out food,Seafood restaurants,Barbecued poultry,American Restaurant,Fast Food Restaurant,Karaoke,Barbecue,Spare rib restaurants,Chicken restaurants,Restaurants"
40 Frisch's Big Boy Restaurant,"Take Out Restaurants,American Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Food & Entertainment,Hamburgers,Restaurants,Sandwich Shops"
Panera Bread,"Breakfast,Food Delivery,Fast Food,Take Out Restaurants,Health Food Restaurants,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food,Karaoke,Restaurants,Frozen Yogurt Shops,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers,Sandwich Shops"
Jimmy John's,"Delis And Delicatessens,Carry-out food,Caterers,Delicatessens,Fast Food Restaurant,Restaurant Delivery Service,wich Place,Karaoke,Sandwich Place,Catering,Restaurants,Sandwich Shops"
Fit Food Express LLC,"International restaurants,Caterers,Wholesale Grocers,Health and Wellness Products,American restaurants,Caf,Food Products,Restaurants,Grocery Stores,Fast Food Restaurant,Health and Diet Food Products,Juices,Beverages,Café"
Flying Tiger Chinese Restaurant,"Chinese Restaurants,Asian Restaurants,Banquet Halls and Reception Facilities,Family Style Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants"
SONIC Drive-In,"Carry-out food,Hot dog restaurants,American Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurant,Fast Food Restaurant and American Restaurant,Fast food restaurants,Hamburgers and Hot Dogs,Hotels & Motels"
Panera Bread,"Breakfast,Fast Food,Health Food Restaurants,Take Out Restaurants,Bagel Shops,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops"
Arby's,"Carry-out food,Takeout,American Restaurant,American restaurants,Fast Food Restaurants,Karaoke,Fast Food,Restaurants,Delis And Delicatessens,Restaurant,American Restaurants,Traditional American,Fast Food Restaurant,Concession Stands,Sandwich Place,Sandwich Shops"
Panera Bread,"Breakfast,Coffee and Espresso Restaurants,Food Delivery,Bakery,Caf,Fast Food,Restaurants,Restaurant,Traditional American,wich Place,Coffeehouses,Bakeries,Catering,Sandwich Shops"
Panda Express,"Asian Restaurants,Carry-out food,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Chinese restaurants"
Taco Bell,"Restaurant,Mexican,Breakfast,Mexican Restaurants,Vegetarian,Fast Food,Fast Food Restaurants,Restaurants"
China Cottage,"Caterers,Japanese Restaurants,Chinese Restaurants,Ovo,Fast Food Restaurants,Take Out Restaurants,Banquet Halls and Reception Facilities,Non-veg,Asian,Restaurants,Asian Restaurants,Take-out,Chinese"
Sonic Drive-In,"Fast Food,Soda Fountain Shops,Chicken,Hamburgers,Restaurants"
Chipotle Mexican Grill,"Fast Food Restaurants,Mexican Restaurants,Restaurants,Take Out Restaurants"
Kfc,"Fast Food,Fast Food Restaurants,Take Out Restaurants,Chicken,Chicken Restaurants,Restaurants"
The Oasis Restaurant Delivery,"Caterers,Mexican Restaurants,Take Out Restaurants,Fast Food Restaurants,Health Food Restaurants,Latin American Restaurants,Restaurants,Pizza Delivery,Pizza,American Restaurants,Hot Dog Stands and Restaurants,Mediterranean Restaurants,Barbecue Restaurants,Hamburgers and Hot Dogs,Catering,Vegetarian Restaurants,Sandwich Shops"
Nick and Jimmy's Bar Grill,"American Restaurants,Caterers,Takeout,Night Clubs,Taverns,Bar and Grills,Fast Food Restaurants,Take Out Restaurants,Barbecue Restaurants,Brew Pubs,Restaurants,Bars"
Fusian,"Japanese Restaurants,Chinese Restaurants,Vietnamese Restaurants,Thai Restaurants,Ovo,Non-veg,Japanese,Restaurants,Asian Restaurants,Seafood Restaurants,Take-out,Japanese Restaurant,Lacto,Asian Restaurant,Korean Restaurants,Fast food,Sushi Bars"
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Karaoke,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
Dairy Bar,"Coffee Shops,American Restaurants,American,Fast Food Restaurants,Take Out Restaurants,Restaurants"
Empress Express,"Asian Restaurants,Restaurant,Chinese Restaurant,Caterers,Chinese Restaurants,Chinese,Take Out Restaurants,Fast Food Restaurants,Banquet Halls and Reception Facilities,Catering,Restaurants"
Tonelli's Takeout,"Italian Restaurant,Caterers,Italian,Hot dog restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Italian Restaurants,Pizza,American Restaurants,Mediterranean Restaurants,Hamburgers and Hot Dogs,Sandwich Shops"
Panera Bread,"Breakfast,Food Delivery,Fast Food,Health Food Restaurants,Take Out Restaurants,Restaurants,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops"
Wild Goats Cafe,"Caterers,American,Irish Restaurants,Breakfast Brunch and Lunch Restaurants,,Health Food Restaurants,Non-veg,Restaurants,American Restaurants,Coffee Shops,Take-out,Soul Food Restaurants,Lacto,Fast food,Hamburgers and Hot Dogs,Vegetarian Restaurants,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food,Karaoke,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Sandwich Shops"
Suzie's Dogs Drafts,"Beer/Wine,American Restaurants,Take-out,American,Night Clubs,Taverns,Fast food,Non-veg,Hamburgers and Hot Dogs,Brew Pubs,Restaurants,Bars"
Fireplace Restaurant Lounge,"American Restaurants,Bars,Brew Pubs,Fast Food Restaurants,Italian Restaurants,Mediterranean Restaurants,Night Clubs,Restaurants,Take Out Restaurants,Taverns"
KFC,"Fast Food,Chicken,Restaurants"
Wendy's,Fast Food
King Gyros Greek Restaurant,"Caterers,Delicatessens,Greek Restaurants,Mediterranean Restaurants,Health Food Restaurants,Fast Food Restaurants,Take Out Restaurants,Vegetarian Restaurants,Restaurants,Sandwich Shops"
Domino's Pizza,"Pizza,Restaurant,American,Food Delivery,Fast Food,Pizza Place,Restaurants"
Swenson's Drive In Restaurants,"Fast Food Restaurants,American Restaurants,Caterers,Delicatessens,Family Style Restaurants,Hamburgers and Hot Dogs,Health Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants"
Popeyes Louisiana Kitchen,"Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants"
Chipotle Mexican Grill,"Carry-out food,Mexican,Mexican Restaurants,Taco Place,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,Karaoke,Fast Food Restaurants,Take Out Restaurants,Restaurants,Mexican Restaurant,Burrito Place"
Quiznos,"American Restaurants,Carry-out food,Caterers,Delicatessens,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Restaurants,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,American,Burgers,Hamburger restaurants,Fast Food,Restaurants,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Sandwich Shops"
KFC,"Restaurant,American,Fast Food,Chicken,Restaurants"
KFC Kentucky Fried Chicken,"Restaurant,Fast Food,Restaurants"
Panera Bread,"Breakfast,Bakery,Caf,Fast Food,Health Food Restaurants,Take Out Restaurants,Bagel Shops,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,wich Place,Coffeehouses,Bakeries,Catering,Sandwich Shops"
Tito's Mexican Grill,"Mexican,Mexican Restaurants,Caterers,Delicatessens,Steak Houses,Bar and Grills,Fast Food Restaurants,Latin American Restaurants,Restaurants"
Swensons Drivein,"American Restaurants,Caterers,Delicatessens,Fast Food Restaurants,Hamburgers and Hot Dogs,Health Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants,Vegetarian Restaurants"
Pizza Hut,"Pizza,Restaurant,Chicken Wings,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Family Style Restaurants,Catering,Restaurants"
Sbarro,"Pizza,Restaurant,Carry-out food,Italian Restaurant,Fast Food Restaurants,Karaoke,Italian restaurants,Family Style Restaurants,Pizza Place,Restaurants,Italian Restaurants"
Checkers,"Traditional American,Fast Food,Chicken,Hamburgers,Restaurants,Sandwich Shops"
Bob Evans,"Carry-out food,Restaurant,American Restaurants,American restaurants,Family Style Dining,Karaoke,Fast Food Restaurants,Family Style Restaurants,Restaurants"
Grinders Above Beyond,"Delis And Delicatessens,Carry-out food,Restaurant,American Restaurants,Caterers,Delicatessens,American Restaurant,Burgers,wich Place,Fast Food Restaurants,Take Out Restaurants,Restaurants"
Main Moon Chinese Restaurant,"Chinese Restaurants,Asian Restaurants,Buffet Restaurants,Family Style Restaurants,Fast Food Restaurants,Restaurant Delivery Service,Restaurants,Seafood Restaurants,Take Out Restaurants"
Chipotle Mexican Grill,"Carry-out food,Mexican,Mexican Restaurants,Taco Place,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Mexican Restaurant,Restaurant,Burrito Place"
Penn Station East Coast Subs,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,American Restaurant,wich Place,Take Out Restaurants,Restaurants,Sandwich Shops"
Asian Garden,"Asian Restaurants,Ice Cream and Frozen Desserts,Carry-out food,Restaurant,Caterers,Takeout,Chinese Restaurants,Thai Restaurants,Take Out Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Restaurants"
Top China Buffet,"Carry-out food,Seafood restaurants,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Buffet Restaurants,Restaurants,Asian Restaurants,Chinese Restaurant,Restaurant,Seafood Restaurants,Chinese Grocery Stores"
Chipotle Mexican Grill,"Mexican Restaurant,Restaurant,Take Out,Mexican Restaurants,Mexican,Taco Place,Take Out Restaurants,Fast Food Restaurants,Mexican Restaurant, Burrito Place, and Taco Place,Burrito Place,Restaurants,Mexican Foods"
Jack in the Box,"Restaurant,Burger Joint,Breakfast,Fast Food,Chicken,Hamburgers,Restaurants"
Pizza Hut,"Pizza,Family Style Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants"
Taco Bell,"Mexican Restaurant,Restaurant,Mexican,Breakfast,Fast Food Restaurant, Mexican Restaurant, and Taco Place,Mexican Restaurants,Taco Place,Vegetarian,Fast Food Restaurant,Fast Food,Fast Food Restaurants,Restaurants"
Ann Tony's Restaurant,"American Restaurants,Caterers,Family Style Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Italian Restaurants,Restaurants,Seafood Restaurants,Steak Houses,Take Out Restaurants"
Jersey Mike's Subs,"Restaurant,Carry-out food,Caterers,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops"
Chick-fil-A,"Take Out,Carry-out food,Caterers,Breakfast,Fried Chicken Joint,Food Delivery,American restaurants,Fast Food Restaurants,Fast Food,Chicken Restaurants,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,Family style restaurants,Family Style Dining,Chicken,Barbecue,Spare rib restaurants,Sandwiches,Catering,Sandwich Shops,Chicken Take Out"
Wingstop,"Printing,Copying & Duplicating Services,Commercial Printing,Take Out,Fast Food Restaurants,Chicken Restaurants,Restaurants,Restaurant,Copy Centers,Wings Joint,Engravers,Printing Services,Chicken Take Out"
McDonald's,"Ice Cream Parlors,Breakfast,Burgers,Breakfast & Brunch Restaurants,Fast Food,Fast Food Restaurants,Take Out Restaurants,Cafes,Restaurants,Frozen Yogurt Shops,Restaurant,Ice Cream & Frozen Yogurt Shops,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers,Hamburgers and Hot Dogs,Fast Food Restaurant Central San Jose,Sandwich Shops"
The Original Pancake House,"Restaurant,Breakfast Spot,American Restaurants,Chain Restaurant,Pancakes & Waffles Restaurants,Breakfast & Brunch,Breakfast & Brunch Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants,Sandwich Shops,Breakfast Brunch & Lunch Restaurants"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops"
Jack in the Box,"Hamburgers & Hot Dogs,Burger Joint,Restaurant,Breakfast,Food and Beverage,Fast Food Restaurant,Burgers,Fast Food Restaurants,Fast Food,Chicken,Hamburgers,Restaurants"
KFC,"Fast Food,Chicken,Restaurants"
Checkers,"American Restaurants,Fast Food Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants"
Subway,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants"
Krispy Kreme,"Donut Shops,Dessert Shops,Coffeehouses,Fast Food,Restaurants,Breakfast Brunch & Lunch Restaurants"
Carl's Jr.,"Fast Food,Hamburgers"
Chick-fil-A,"Carry-out food,Caterers,Breakfast,Food Delivery,Fast Food,Restaurants,Barbecued poultry,Family style restaurants,Family Style Dining,Chicken,Barbecue,Spare rib restaurants,Sandwiches,Chicken restaurants,Catering,Sandwich Shops"
Louisiana Fried Chicken,"Home Cooking Restaurants,Fried Chicken Joint Southwestern Sacramento,Fried Chicken Joint,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants"
Awful Annie's,"American Restaurants,Australian,Diners,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Family Style Restaurants,Restaurants,Sandwich Shops"
Juicy Burger,"Hamburgers & Hot Dogs,Restaurant,American Restaurants,Burger Joint,Take Out Restaurants,Fast Food Restaurants,Restaurants"
Moo Moo's Burger Barn,"Burger Joint,American Restaurants,Restaurant,E-Commerce,Hot Dog Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops"
KFC,"Fast Food,Chicken,Restaurants"
Krispy Kreme,"Restaurant,Dessert Shops,Doughnuts,Coffeehouses,Diners,Fast Food,Doughnut Shops,Bakeries,Restaurants,Coffee house and espresso bar restaurants"
Sonic Drive-In,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food,Soda Fountain Shops,Fast Food Restaurants,Take Out Restaurants,Chicken,Chicken Restaurants,Hamburgers,Hamburgers and Hot Dogs,Restaurants"
Jimmy John's,"Fast Food Restaurant,wich Place,Catering,Sandwich Place,Restaurants,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops"
SUBWAY,"Carry-out food,Caterers,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Fast Food Restaurant,Sandwiches,Catering,Sandwich Place,Sandwich Shops"
Wendy's,Fast Food
Carl's Jr.,"Restaurant,Fast Food Restaurant,American Restaurant,Fast Food Restaurant and American Restaurant,Fast Food,Hamburgers,Restaurants"
Burger King,"Fast Food Restaurant,Fast Food"
Whataburger,"American Restaurants,Burger Joint,Restaurant,Breakfast,Fast Food Restaurant,American Restaurant,Fast Food,Fast Food Restaurants,Chicken,Hamburgers,Hamburgers and Hot Dogs,Restaurants"
Carl's Jr,"Restaurant,Fast Food Restaurant,Restaurants"
Church's Chicken,"Carry-out food,Barbecued poultry,Fast Food Restaurant,Barbecue,Spare rib restaurants,Catering,Chicken restaurants,Restaurants"
Jimmy John's,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,American restaurants,Caterer,Home delivery beer and beverages,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Sandwiches,Catering,Sandwich Place,Sandwich Shops"
Dinners Delivery,"Carry-out food,Restaurant delivery service,Fast Food Restaurant,American restaurants,Home delivery beer and beverages,Restaurants"
Sweet Pink Pepper,"Asian Restaurants,Carry-out food,Japanese Restaurants,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Asian restaurants,Japanese restaurants,Restaurants,Chinese restaurants"
Subway,"Restaurant,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops"
KFC,"Fast Food,Fast Food Restaurants,Take Out Restaurants,Chicken,Chicken Restaurants,Restaurants"
Canton House,"Bars Clubs,Asian Restaurants,Japanese Restaurants,Bars & Clubs,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Sushi Bars,Sushi Restaurants,Restaurants,Bars"
Ny Chicken & Fish,"Fast Food Restaurant,Chicken Restaurants,Restaurants"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops"
Wendy's,Fast Food
Taco Bell,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants"
McDonald's,"Ice Cream Parlors,Restaurant,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops"
Taco Bell,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants"
Burger King,"Burger Joint,Fast Food Restaurant,Fast Food"
Popeyes Louisiana Kitchen,"Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants"
Burger King,"Burger Joint,Fast Food Restaurant,Fast Food"
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops"
Jimmy John's,"Delis And Delicatessens,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,American restaurants,Sandwiches,Catering,Restaurants,Sandwich Shops"
Taco John's,"Mexican Restaurants,Mexican,Breakfast,Mexican Restaurant, Fast Food Restaurant, and Diner,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Mexican Restaurant,Restaurant,Fast Food Restaurant,Diners,Diner"
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants"
Gold Star Chili,"Hot Dog Joint,Restaurant,American Restaurants,Tex-mex restaurants,Southwestern restaurants,Family style restaurants,Mexican restaurants,Fast Food Restaurants,Restaurants,Food"
Domino's Pizza,"Pizza,Restaurant,Food Delivery,American Restaurant,Take Out Restaurants,Fast Food Restaurants,Pizza Place and American Restaurant,Pizza Place,Restaurants"
Tony's Italian Kitchen,"Italian Restaurant,Restaurant,Seafood Restaurants,Mediterranean Restaurants,Karaoke,Italian restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants"
Waffle House,"Breakfast Brunch and Lunch Restaurants,Restaurant,Breakfast Spot,Carry-out food,Fast Food Restaurant,American restaurants,Diner,Breakfast Brunch and Lunch Restaurants,,Diners,Restaurants"
China Cottage,"Carry-out food,Caterers,Japanese Restaurants,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Banquet Halls and Reception Facilities,Restaurants,Asian Restaurants,Chinese Restaurant,Restaurant,Catering,Banquet facilities"
Taco Bell,"Fast Food Restaurants,Mexican Restaurants,Restaurants"
KFC,"Carry-out food,Fried Chicken Joint,Barbecued poultry,Fast Food,Chicken,Barbecue,Spare rib restaurants,Chicken restaurants,Restaurants"
Chick-fil-A,"Breakfast,American Restaurant,Food Delivery,Fast Food Restaurants,Fast Food,Chicken Restaurants,Restaurants,Fast Food Restaurant,wich Place,Family Style Dining,Chicken,Catering,Sandwich Shops"
Burger King,"Restaurant,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants"
Burger King,"Fast Food Restaurant,Fast Food"
McDonald's,"Fast Food,Restaurants,Breakfast,Ice Cream Parlors,Coffeehouses,Hamburgers,Salads,Sandwich Shops"
Jack in the Box,"Burger Joint,Restaurant,Breakfast,Fast Food Restaurant,Fast Food,Chicken,Hamburgers,Restaurants"
Carl's Jr.,"Restaurant,Fast Food,Hamburgers,Restaurants"
Jack in the Box,"Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Fast Food,Restaurants,Burger Joint,Restaurant,Fast Food Restaurant,Chicken,Hamburgers and Hot Dogs,Hamburgers"
Taco Bell,"Restaurant,Mexican,Breakfast,Vegetarian,fast food restaurant,Fast Food,Restaurants"
Taco Bell,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants"
Long John Silver's,"Fast Food Restaurants,Restaurants"
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants"
Panda Express,"Asian Restaurants,Chinese Restaurant,Restaurant,Carry-out food,Chinese Restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Chinese restaurants"
Bob Evans Restaurant,"American Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants"
Burger King,"Restaurant,Fast Food"
Rally's,"Burgers,Fast Food,Take Out Restaurants,Fast Food Restaurants,New American Restaurants,Restaurants,Restaurant,American Restaurants,Traditional American,Chicken,Hamburgers,Hamburgers and Hot Dogs,Sandwich Shops"
Burger King,"Restaurant,Burger Joint,Food and Beverage,Fast Food Restaurant,Burgers,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants"
Skyline Chili,"Restaurant,Fast Food,Diners,Greek,Restaurants"
QDOBA Mexican Eats,"Mexican,Restaurants,Catering,Fast Food,Food Delivery,Grill Restaurants,Brunch"
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Fast Food Restaurants,Take Out Restaurants,Hamburgers,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops"
Subway,"Carry-out food,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Sandwich Shop Restaurants,wich Place,Sandwiches,Sandwich Place,Sandwich Shops"
McDonald's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants"
KFC,"Fast Food,Chicken,Restaurants"
Burger King,"Burger Joint,Fast Food Restaurant,Fast Food,Fast Food Restaurant and Burger Joint"
Checkers Drive-In Rstrnt Inc,"American Restaurants,Investors,Takeout,Burgers,Fast Food,Restaurants"
Skyline Chili,"Fast Food,Diners,Greek,Restaurants"
Gold Star Chili,"American Restaurants,Fast Food Restaurants,Restaurants"
Gold Star Chili,"Restaurant,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Family style restaurants,Mexican restaurants,Restaurants,Food"
Panera Bread,"Breakfast,Food Delivery,Fast Food,Health Food Restaurants,Take Out Restaurants,Bagel Shops,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops"
Panera Bread,"Breakfast,Food Delivery,Fast Food,Health Food Restaurants,Take Out Restaurants,Bagel Shops,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops"
Panera Bread,"Breakfast,Food Delivery,Fast Food,Health Food Restaurants,Take Out Restaurants,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops"
Pop's Italian Beef & Sausage,"Delicatessens,Hot dog restaurants,Seafood restaurants,Steak and chop restaurants,American restaurants,Hamburger restaurants,Karaoke,Restaurants,Restaurant,Fast Food Restaurant,Italian restaurants,Barbecue,Spare rib restaurants"
Pizza Hut,"Pizza,Family Style Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants"
